step,epoch,l1_loss,kld_loss,total_loss,ph_active_frac,ph_gate,lr,vram_gb,step_s
236,0,0.4248,0.1442,1.867,0,-,4.72e-05,6.43,0.08
237,0,0.4302,0.1362,1.7919,0,-,4.74e-05,6.43,0.0764
238,0,0.4525,0.1338,1.7906,0,-,4.76e-05,6.43,0.0743
239,0,0.4246,0.1448,1.873,0,-,4.78e-05,6.43,0.0742
240,0,0.4454,0.1435,1.8806,0,-,4.8e-05,6.43,0.0781
241,0,0.4304,0.1438,1.8679,0,-,4.82e-05,6.43,0.0756
242,0,0.4269,0.139,1.817,0,-,4.8400000000000004e-05,6.43,0.0723
243,0,0.413,0.1555,1.9681,0,-,4.86e-05,6.43,0.0763
244,0,0.4577,0.144,1.8975,0,-,4.88e-05,6.43,0.0723
245,0,0.3789,0.1467,1.8461,0,-,4.9e-05,6.43,0.0738
246,0,0.4588,0.1444,1.9027,0,-,4.92e-05,6.43,0.074
247,0,0.4348,0.1369,1.8034,0,-,4.94e-05,6.43,0.0734
248,0,0.474,0.1425,1.8991,0,-,4.96e-05,6.43,0.0723
249,0,0.484,0.1333,1.8169,0,-,4.9800000000000004e-05,6.43,0.0773
250,0,0.4122,0.1367,1.779,0,-,5e-05,6.43,0.0736
251,0,0.4548,0.1386,1.8407,0,-,5.02e-05,6.44,0.0809
252,0,0.439,0.1273,1.7122,0,-,5.0400000000000005e-05,6.43,0.0739
253,0,0.4313,0.1419,1.8501,0,-,5.0600000000000003e-05,6.43,0.0722
254,0,0.3935,0.1463,1.857,0,-,5.08e-05,6.43,0.0777
255,0,0.4613,0.1351,1.8125,0,-,5.1000000000000006e-05,6.43,0.0731
256,0,0.4078,0.1315,1.7225,0,-,5.1200000000000004e-05,6.43,0.0732
257,0,0.3885,0.1366,1.754,0,-,5.14e-05,6.43,0.0724
258,0,0.4478,0.1309,1.7572,0,-,5.16e-05,6.43,0.0753
259,0,0.4155,0.1292,1.7076,0,-,5.1800000000000005e-05,6.43,0.0759
260,0,0.4215,0.1371,1.7927,0,-,5.2000000000000004e-05,6.43,0.0756
261,0,0.4345,0.1363,1.7979,0,-,5.22e-05,6.43,0.0727
262,0,0.4497,0.131,1.7593,0,-,5.2400000000000007e-05,6.43,0.0751
